8316:[(1804721,0.951189731211),(85340,0.936382183835),(2711033,0.905821627316),(983047,0.866025403784),(1718852,0.707106781187),]
9660:[(2246580,0.738408444771),(734196,0.707106781187),(1474342,0.707106781187),(2685863,0.688247201612),(107246,0.35218036253),]
9680:[(386188,0.666666666667),(624750,0.666666666667),(2184058,0.0),(2343092,0.0),(1017628,-0.333333333333),]
10044:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
10316:[(536047,0.912131162548),(1091049,0.707106781187),(2413494,0.707106781187),(826942,0.707106781187),(2642267,0.707106781187),]
10469:[(2553721,0.57735026919),(2527975,0.57735026919),(2188683,0.333333333333),(2348573,0.288675134595),(1486947,0.0),]
10470:[(1589181,0.754362721392),(847357,0.64051261522),(100254,0.636363636364),(470426,0.555555555556),(2254947,0.454545454545),]
10870:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
10956:[(1469661,0.857142857143),(701500,0.852147421834),(459760,0.844317053676),(1095941,0.557086014531),(2526320,0.512297073778),]
11027:[(1982016,0.417028828114),(2118332,0.301511344578),(931519,0.208514414057),(2271390,0.0),(1961769,0.0),]
11380:[(1993132,0.606339062591),(1038469,0.606339062591),(2269134,0.583459965992),(1530155,0.57735026919),(1891459,0.57735026919),]
11423:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
11805:[(951143,0.707106781187),(622008,0.604588107508),(1165869,0.597614304667),(1414197,0.581238193719),(1050778,0.534522483825),]
12046:[(1298320,0.755928946018),(1286007,0.674245498199),(2637071,0.408248290464),(1345329,0.377964473009),(1873514,0.377964473009),]
12097:[(847163,0.0),(1278887,0.0),(1436505,0.0),(349653,0.0),(886884,-0.707106781187),]
12233:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
12593:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
12626:[(1844001,0.872871560944),(1941791,0.866025403784),(972918,0.862662185628),(1652470,0.832050294338),(2397044,0.803219328902),]
12630:[(2443949,0.816496580928),(578650,0.57735026919),(1610620,0.412568498504),(794365,0.412568498504),(2299554,0.371390676354),]
12671:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
12689:[(2725896,0.565685424949),(654495,0.424264068712),(660656,0.141421356237),(1337011,0.141421356237),(2179589,0.141421356237),]
12750:[(536047,0.927240223931),(784737,0.903843686139),(1984327,0.899685748868),(398211,0.5502764757),(1713884,0.5),]
12852:[(550947,0.648782559985),(1604145,0.57735026919),(536047,0.57735026919),(1445649,0.349215147885),(752443,0.288675134595),]
13715:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
14269:[(606934,1.0),(2778525,0.753360011565),(104981,0.707106781187),(1430879,0.666666666667),(724014,0.57735026919),]
14624:[(1025695,0.816496580928),(1009366,0.801783725737),(1301883,0.755928946018),(2128544,0.707106781187),(933485,0.688247201612),]
14792:[(1828649,0.534522483825),(1134703,0.267261241912),(1157391,0.267261241912),(441038,0.267261241912),(1426986,0.267261241912),]
14966:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
15006:[(546461,0.707106781187),(1838170,0.57735026919),(1993864,0.57735026919),(2119782,0.417028828114),(2833982,0.353553390593),]
15100:[(1029608,0.961346829002),(1366236,0.5),(1728143,0.0),(1218016,0.0),(2803577,0.0),]
15549:[(536047,0.912131162548),(1091049,0.707106781187),(1795584,0.707106781187),(826942,0.707106781187),(2642267,0.707106781187),]
15611:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
16228:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
16874:[(2119602,1.0),(2256942,1.0),(2507411,0.936900259362),(2477239,0.923495156295),(2371498,0.923495156295),]
16971:[(930736,0.883541261793),(1258303,0.808290376865),(825883,0.67082039325),(2814724,0.639602149067),(2104869,0.57735026919),]
18097:[(540654,0.846801730473),(2258108,0.796117338651),(2219989,0.755928946018),(2431623,0.717560880359),(1726380,0.550019098217),]
18564:[(354473,0.960768922831),(902396,0.857142857143),(1867675,0.801783725737),(992143,0.755928946018),(1550643,0.75),]
18796:[(1462268,0.904534033733),(1860122,0.894427191),(295459,0.832213617589),(1813897,0.792405815693),(524846,0.7453559925),]
18994:[(111095,0.907264708727),(1492328,0.75370758081),(100254,0.636363636364),(1328711,0.635000635001),(2147999,0.597614304667),]
19544:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
19679:[(2479643,0.677408161119),(2453690,0.596284794),(1550099,0.554700196225),(668146,0.509175077217),(1827898,0.509175077217),]
19704:[(434036,0.639602149067),(484200,0.594922364379),(155743,0.566946709514),(973448,0.566946709514),(2129958,0.525225731439),]
20101:[(208937,0.790569415042),(1425726,0.762492851663),(1786809,0.707106781187),(1325341,0.707106781187),(633578,0.707106781187),]
20679:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
20815:[(1212173,0.945610857689),(2013935,0.727606875109),(408209,0.693103280084),(1130719,0.680336051417),(1704145,0.639602149067),]
20979:[(1221097,0.957427107756),(161100,0.57735026919),(907232,0.518772587359),(485102,0.333716738639),(2588067,0.19245008973),]
21195:[(2705759,0.673682610151),(1601025,0.666666666667),(1249278,0.471404520791),(2625619,0.452797847324),(992801,0.390566732942),]
21324:[(1520888,0.508000508001),(851691,0.508000508001),(13121,0.381000381001),(2458668,0.0),(1071287,0.0),]
21578:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
21627:[(1575865,0.882522608122),(257322,0.858116330321),(1344373,0.707106781187),(317604,0.707106781187),(657183,0.675052740556),]
21663:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
21813:[(1624638,0.707106781187),(2104869,0.654653670708),(2813546,0.645497224368),(1044622,0.618852747755),(398211,0.57735026919),]
21835:[(1560628,0.872871560944),(726901,0.0),(1016960,-0.436435780472),(2778525,-2),(1244196,-3),]
22107:[(746757,0.858140780571),(466593,0.707106781187),(71347,0.688247201612),(865029,0.662266178533),(2813646,0.554700196225),]
22206:[(1469274,0.25),(1325341,0.25),(1795868,0.25),(274885,0.25),(2382358,0.25),]
22591:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
22728:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
23229:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
23361:[(2435097,0.534522483825),(374376,0.524142418361),(1528532,0.520755643923),(2251554,0.481543412343),(2441105,0.481543412343),]
23459:[(2313955,0.759256602365),(949304,0.5),(1511831,0.331042355441),(158526,0.248281766581),(1641206,0.16552117772),]
23667:[(243727,0.606369918755),(580727,0.591197566899),(578161,0.57735026919),(1078856,0.541019426908),(585892,0.4472135955),]
23718:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
24419:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
24465:[(784737,0.886065664228),(437245,0.830173265068),(1476432,0.707106781187),(2774733,0.707106781187),(278589,0.707106781187),]
25906:[(2468672,0.707106781187),(1375056,0.666666666667),(91565,0.5),(1054590,0.166666666667),(1968851,0.166666666667),]
26038:[(920520,0.57735026919),(2010573,0.372104203768),(2546303,0.328603181386),(1421809,0.288675134595),(1887979,0.288675134595),]
26658:[(677711,0.928476690885),(2396870,0.732003789432),(2778525,0.684616333234),(2059218,0.666666666667),(2368407,0.655122782784),]
27187:[(107638,0.707106781187),(862860,0.693375245282),(1623663,0.657595949221),(141739,0.616775108784),(2342153,0.602583870005),]
27501:[(225280,0.471404520791),(1971924,0.471404520791),(830631,0.471404520791),(2309302,0.417028828114),(199255,0.371390676354),]
27638:[(796373,0.99503719021),(1637644,0.816496580928),(799322,0.792118034381),(1907735,0.755928946018),(778565,0.738548945876),]
27707:[(1211336,0.827640881769),(2832662,0.367840391897),(384116,0.32186034291),(1967011,0.137940146962),(1472192,0.137940146962),]
27727:[(2813546,0.645497224368),(983679,0.529256124025),(278589,0.45003516037),(1985574,0.4472135955),(1734843,0.4472135955),]
27845:[(426673,0.57735026919),(2148267,0.491385586612),(282710,0.474341649025),(563202,0.474341649025),(2218886,0.474341649025),]
27931:[(2544454,0.832050294338),(195997,0.707106781187),(1023908,0.353553390593),(1125573,0.326376682884),(314875,0.277350098113),]
28232:[(365846,0.759072115277),(768859,0.485071250073),(58071,0.445802180006),(1807264,0.408248290464),(536047,0.408248290464),]
28739:[(1422861,0.790569415042),(1143366,0.316227766017),(1798827,0.158113883008),(315406,0.158113883008),(665630,0.158113883008),]
28801:[(894811,0.648885684523),(2534594,0.486664263392),(1181656,0.486664263392),(1960755,0.162221421131),(2506278,0.162221421131),]
28972:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
29072:[(186124,0.811502671201),(2114633,0.73029674334),(2146496,0.182574185835),(381379,0.182574185835),(1726296,0.180333926933),]
29146:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
29212:[(1189793,0.727606875109),(802760,0.707106781187),(2372062,0.676123403783),(1840914,0.632846888358),(2630936,0.547722557505),]
29340:[(1003558,1.0),(256358,0.719146519961),(2580281,0.636363636364),(343292,0.454545454545),(1660941,0.404519917478),]
29449:[(1562961,1.0),(536047,0.94972003334),(2489959,0.707106781187),(1091049,0.707106781187),(1017542,0.707106781187),]
29519:[(1298,0.948683298051),(2326685,0.883883476483),(286824,0.76980035892),(437245,0.755928946018),(1398399,0.75),]
30094:[(965978,0.306265325514),(2129142,0.194896116236),(2712821,0.194896116236),(2602263,0.194896116236),(1818827,0.139211511597),]
30368:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
30774:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
30910:[(2024684,0.89625815953),(1342669,0.839181358297),(2117630,0.833333333333),(1465045,0.816496580928),(781759,0.816496580928),]
31318:[(2520574,0.918558653544),(1570022,0.903696114115),(497114,0.852802865422),(506115,0.837403614321),(2488684,0.71818484646),]
32111:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
32371:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
32434:[(478208,0.598428342237),(1864635,0.466187133489),(1283135,0.176008335952),(1594751,0.176008335952),(1636910,0.176008335952),]
33119:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
33317:[(1804721,0.951189731211),(460717,0.707106781187),(1382937,0.707106781187),(416241,0.707106781187),(1305514,0.707106781187),]
33492:[(2620827,0.962250448649),(2822835,0.727606875109),(848165,0.601929265429),(1933400,0.485071250073),(437245,0.408248290464),]
33552:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
33704:[(758125,0.920705504895),(410414,0.727606875109),(2122917,0.707106781187),(715107,0.707106781187),(1180883,0.666666666667),]
35125:[(790148,0.962250448649),(925751,0.894427191),(921674,0.733675056497),(2031981,0.707106781187),(1020669,0.707106781187),]
35517:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
35752:[(1059979,0.668153104781),(1718887,0.380142960635),(1269484,0.380142960635),(18872,0.312347523777),(1103049,0.312347523777),]
36049:[(492635,0.458831467741),(1081457,0.458831467741),(2148574,0.454121849781),(1189723,0.408248290464),(399596,0.354184043518),]
36125:[(468367,0.942809041582),(2372090,-0.235702260396),(2778525,-2),(1244196,-3),(1386412,-4),]
36396:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
36940:[(319530,0.674199862463),(266693,0.639602149067),(2745021,0.57735026919),(603593,0.53881590608),(2640781,0.525225731439),]
37187:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
37351:[(2688176,0.417028828114),(1453018,0.208514414057),(2187834,0.208514414057),(915330,0.208514414057),(923464,0.208514414057),]
38059:[(2282988,0.929981109951),(2013432,0.868599036215),(1857507,0.688247201612),(2079278,0.679366220487),(538669,0.648885684523),]
38189:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
38365:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
38481:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
38730:[(1554139,0.845154254729),(2086041,0.0),(2705759,0.0),(452334,0.0),(2218230,0.0),]
38944:[(1864233,0.959425913915),(1648278,0.845154254729),(2229825,0.809155577582),(2615784,0.722315118515),(327358,0.701744720186),]
39189:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
39773:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
39778:[(2388776,0.829311578899),(1246472,0.76980035892),(1411422,0.617213399848),(1100288,0.57735026919),(1557283,0.57735026919),]
40141:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
40180:[(439722,0.904534033733),(1381522,0.333333333333),(744459,0.166666666667),(164045,0.166666666667),(1173448,0.166666666667),]
40246:[(935718,0.5),(1680363,0.447463598966),(275226,0.387298334621),(886884,0.387298334621),(1558170,0.377964473009),]
40468:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
41309:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
41345:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
41383:[(885695,0.196116135138),(1229112,0.196116135138),(313604,0.196116135138),(1098944,0.196116135138),(2681492,0.0),]
41403:[(271680,0.707106781187),(26192,0.707106781187),(2778525,-2),(1244196,-3),(1386412,-4),]
41629:[(1448046,0.957020297835),(1794685,0.854850414265),(141176,0.314944889466),(615410,0.312347523777),(2226471,0.179968508266),]
41649:[(1095078,0.816496580928),(899546,0.707106781187),(252065,0.408248290464),(2057527,0.0),(2807442,0.0),]
42051:[(2506938,0.7298004492),(934577,0.71818484646),(30281,0.707106781187),(170089,0.696310623823),(371042,0.625543242171),]
42321:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
42617:[(2766686,0.693642082022),(604409,0.4472135955),(2268621,0.258198889747),(358534,0.258198889747),(1001431,0.258198889747),]
42912:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
43088:[(1041119,0.866025403784),(1538218,0.707106781187),(2318244,0.707106781187),(1791015,0.707106781187),(2234790,0.671496295023),]
43399:[(2119602,0.804328693226),(1640213,0.676123403783),(1095941,0.557086014531),(1714882,0.554700196225),(399306,0.5),]
43444:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
44628:[(2754392,0.904761904762),(1764845,0.834057656228),(1402992,0.71811035468),(1924948,0.654653670708),(1187250,0.603022689156),]
46074:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
46106:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
46377:[(244777,0.852802865422),(107638,0.677262126805),(2771419,0.615457454897),(162125,0.162221421131),(2349636,0.0),]
46391:[(1406238,0.948683298051),(1269685,0.937042571332),(257322,0.858116330321),(1857507,0.688247201612),(2460752,0.560315525728),]
46874:[(936742,0.894427191),(198849,0.816496580928),(2289895,0.77151674981),(2650846,0.722315118515),(396527,0.707106781187),]
47353:[(81952,0.914991421996),(2096789,0.738891739557),(1193717,0.564076074818),(2440859,0.557086014531),(34611,0.277350098113),]
47387:[(747434,0.316227766017),(138422,0.0),(951035,0.0),(825857,0.0),(617661,0.0),]
47475:[(2257510,0.507092552837),(394344,0.342997170285),(1102456,0.342997170285),(2709576,0.342997170285),(2047174,0.253546276419),]
47662:[(2808334,0.510976130308),(2241130,0.398519532916),(273279,0.371390676354),(2362308,0.369800130817),(89558,0.316227766017),]
48463:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
48478:[(1053542,0.838116354923),(2516900,0.803219328902),(1526269,0.73667456144),(536047,0.707106781187),(972388,0.662589156449),]
48675:[(437971,0.894427191),(432522,0.887065525145),(1784135,0.801783725737),(2037477,0.713035456925),(545846,0.666666666667),]
48789:[(2051097,0.855503044306),(2613699,0.774596669241),(2327186,0.727606875109),(490340,0.632455532034),(1299162,0.587426950808),]
49239:[(1779881,0.816496580928),(1132996,0.816496580928),(1905111,0.8),(1801603,0.773758351155),(266412,0.755928946018),]
49334:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
49418:[(2085889,0.889000889001),(1119495,0.707106781187),(1832052,0.666666666667),(2429998,0.64051261522),(1187844,0.603022689156),]
49794:[(436637,0.516397779494),(1367732,0.481543412343),(2729738,0.387298334621),(2349198,0.129099444874),(1470201,0.129099444874),]
50754:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
50874:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
51289:[(996687,0.646996639221),(441872,0.605286669578),(712901,0.399511101875),(952978,0.280056016806),(2085139,0.269581933009),]
51380:[(2326256,0.870571500132),(725456,0.834057656228),(1193717,0.564076074818),(494929,0.553703953627),(78655,0.45003516037),]
51416:[(2284411,0.727606875109),(2540060,0.707106781187),(71347,0.688247201612),(700812,0.60999428133),(671359,0.57735026919),]
51445:[(1246472,0.76980035892),(948249,0.766261028177),(1907735,0.755928946018),(2574702,0.656532164299),(1921435,0.633933877315),]
51851:[(1208190,0.931621635832),(194241,0.904534033733),(505157,0.894427191),(2728787,0.802257453238),(2069686,0.8),]
52067:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
52207:[(880503,0.707106781187),(289131,0.6),(1962463,0.57735026919),(190606,0.4472135955),(955477,0.408248290464),]
52730:[(1615124,0.904534033733),(863165,0.894427191),(1964661,0.866025403784),(221840,0.702246883177),(95676,0.693375245282),]
52831:[(1165361,0.821994936527),(1576725,0.781735959971),(2047319,0.75),(1242418,0.717137165601),(1920371,0.707106781187),]
53121:[(743890,0.857142857143),(2698468,0.755928946018),(2021391,0.68599434057),(31053,0.639602149067),(1238752,0.583459965992),]
53574:[(2811200,0.857142857143),(1258303,0.678303706198),(445302,0.64168894792),(972918,0.632455532034),(2574263,0.583459965992),]
53638:[(1044036,0.538461538462),(1679711,0.5),(431318,0.5),(770454,0.485642931179),(2472921,0.482159210349),]
53677:[(301671,0.948683298051),(758113,0.436435780472),(2354181,0.436435780472),(8439,0.436435780472),(1042804,0.218217890236),]
53760:[(2117541,0.894427191),(1584843,0.784464540553),(2128544,0.754829412424),(2027015,0.73029674334),(121026,0.707106781187),]
53874:[(984924,0.830773163433),(1988160,0.812276932107),(1614907,0.774596669241),(1627875,0.762000762001),(1301554,0.755928946018),]
54382:[(129918,0.942809041582),(2409634,0.937042571332),(2744235,0.926367113173),(2559545,0.857492925713),(1634983,0.782623792125),]
55261:[(1419600,0.60999428133),(1793593,0.457495710998),(1199536,0.386694595618),(961921,0.335410196625),(2502244,0.290020946714),]
55358:[(1120901,0.894427191),(2053679,0.866025403784),(2261203,0.755928946018),(1493311,0.707106781187),(1079971,0.690109175992),]
55450:[(2747710,0.483368244523),(2293928,0.193347297809),(300430,0.193347297809),(200976,0.193347297809),(2183636,0.0966736489046),]
55534:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
56110:[(868361,0.73029674334),(750391,0.707106781187),(767563,0.686841502649),(2148901,0.652310938765),(1001431,0.648663547163),]
56216:[(30878,0.687118001177),(1238430,0.593732250776),(296295,0.49854156228),(2490294,0.491839147191),(1803686,0.437594974494),]
56227:[(2584268,0.973328526785),(85340,0.936382183835),(2049946,0.886186259743),(1295792,0.808122035642),(1474342,0.707106781187),]
56317:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
56439:[(1211336,0.827640881769),(2832662,0.367840391897),(384116,0.32186034291),(1967011,0.137940146962),(1472192,0.137940146962),]
57013:[(1025695,0.816496580928),(1301883,0.755928946018),(569889,0.734553160312),(2128544,0.707106781187),(245454,0.707106781187),]
58197:[(28114,0.948683298051),(240873,0.707106781187),(1924051,0.707106781187),(583078,0.707106781187),(1975777,0.707106781187),]
58250:[(12288,0.845299461621),(470263,0.0),(2123317,0.0),(1011848,0.0),(2090639,0.0),]
58548:[(429339,1.0),(1804721,0.951189731211),(1145139,0.784464540553),(460717,0.707106781187),(1382937,0.707106781187),]
58600:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
58624:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
58695:[(1659908,0.832050294338),(2606173,0.717137165601),(1418725,0.604865800261),(36063,0.53033008589),(1619799,0.514495755428),]
58784:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
58798:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
58833:[(2326256,0.870571500132),(725456,0.834057656228),(1240029,0.755928946018),(1082898,0.718278196021),(494929,0.636196371931),]
59104:[(1367220,0.852802865422),(1589181,0.759239394596),(632512,0.7453559925),(516263,0.7126966451),(718226,0.656532164299),]
59135:[(2602013,0.739665525516),(1857507,0.688247201612),(2686638,0.408248290464),(955477,0.408248290464),(1120107,0.344123600806),]
59546:[(2695065,0.832050294338),(1472473,0.829561355784),(1392268,0.662266178533),(2518350,0.656063279592),(1485751,0.5),]
59782:[(1724745,0.832050294338),(2471383,0.707106781187),(1058389,0.408248290464),(654546,0.408248290464),(199647,0.277350098113),]
59842:[(2584256,0.795557284176),(1897895,0.707106781187),(2041033,0.696310623823),(647105,0.68599434057),(1392268,0.662266178533),]
60155:[(937879,0.648181216088),(2141218,0.612372435696),(752123,0.583459965992),(2553038,0.57735026919),(57460,0.539221055816),]
60471:[(2089810,0.666666666667),(1096406,0.666666666667),(516103,0.572077553547),(1267056,0.514495755428),(789747,0.419978157164),]
60496:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
61016:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
61298:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
61873:[(2177739,0.727606875109),(2057931,0.652753365768),(162125,0.617213399848),(2080276,0.594803004127),(995871,0.57735026919),]
62808:[(1510306,0.873451516749),(1640855,0.75370758081),(570413,0.707106781187),(499178,0.684633887472),(2625619,0.557386411433),]
62908:[(410414,0.727606875109),(1141412,0.707106781187),(496893,0.654653670708),(1140869,0.583459965992),(2489959,0.436435780472),]
62914:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
63061:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
63163:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
63322:[(590897,0.838742136829),(946205,0.57735026919),(1242727,0.57735026919),(2535007,0.57735026919),(650475,0.436852028331),]
63597:[(142652,0.852802865422),(551111,0.832050294338),(75845,0.707106781187),(1106543,0.611111111111),(2117630,0.57735026919),]
63753:[(1677326,1.0),(1889008,0.57735026919),(1413540,0.57735026919),(986844,0.522232967867),(1889042,0.429735969704),]
63872:[(2562177,0.566946709514),(597952,0.5),(1439913,0.469955465831),(1052870,0.25),(1177948,0.25),]
64303:[(1181698,0.960768922831),(984924,0.894427191),(715107,0.707106781187),(1364124,0.57735026919),(470426,0.547722557505),]
64930:[(437245,0.58976782462),(655715,0.442325868465),(536047,0.29488391231),(2002097,0.147441956155),(103079,0.0),]
65592:[(1524884,0.75),(2409634,0.723574605292),(2822465,0.723574605292),(278589,0.707106781187),(562035,0.648885684523),]
66592:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
66908:[(972918,0.632455532034),(2165430,0.377964473009),(1623663,0.316227766017),(306192,0.316227766017),(1169446,0.316227766017),]
67173:[(1173526,0.625846507151),(71091,0.515710623129),(1382986,0.412568498504),(2835086,0.353553390593),(2593306,0.316227766017),]
67354:[(4872,0.718421208107),(1867675,0.654364179961),(1155556,0.508328567775),(1961546,0.359210604054),(980988,0.359210604054),]
67659:[(550835,0.894427191),(579292,0.872871560944),(1742166,0.782623792125),(2393488,0.75),(316152,0.707106781187),]
67705:[(2261109,0.904534033733),(670600,0.775042622236),(194318,0.733632442378),(2156629,0.666666666667),(1492759,0.623514625129),]
67752:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
67939:[(275226,0.387298334621),(886884,0.3510481024),(2450180,0.322201116264),(156785,0.260377821962),(1436505,0.258198889747),]
69088:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
69418:[(2470550,1.0),(2803304,0.847772697432),(2388635,0.797161830771),(445290,0.755928946018),(2198252,0.734659536313),]
