user_id,recommended_items
19544,	2628652	1170905	1919107	1928254	863512
19679,	1550099	2479643	1091272	2693020	2453690
19704,	709488	484200	434036	973448	186124
20101,	2438844	1325341	763834	633578	1786809
20679,	52413	1588612	2409634	81928	352160
20815,	1731527	1212173	1984327	1093296	1926799
20979,	1221097	1358486	574342	1472473	2284421
21195,	714653	1637351	1766092	2803681	1519543
21324,	2622472	335824	1940000	1520888	1589286
21578,	2778525	1244196	1386412	657183	2791339
21627,	257322	1575865	1011174	2205815	657183
21663,	67174	813931	2167880	1654085	2616802
21813,	2660875	391068	672342	194241	1324922
21835,	2424713	1380378	90135	1717243	1560628
22107,	162125	955230	1652470	466593	746757
22206,	1217373	1807932	2738695	477856	2813646
22591,	100254	81464	2831911	2264926	2063098
22728,	2778525	1244196	1386412	657183	2791339
23229,	2778525	1244196	1386412	657183	2791339
23361,	327700	2566411	2686586	2151648	1322778
23459,	278589	2313955	1045268	2310727	2269243
23667,	771360	1604145	266445	2814615	1564672
23718,	2024684	2200859	194318	868361	1369864
24419,	2778525	1244196	1386412	657183	2791339
24465,	2749976	784737	126218	1494361	656696
25906,	1188585	2096082	712901	1807819	1375056
26038,	2127719	2170109	838799	700812	1534045
26658,	360955	531504	2409634	677711	1591891
27187,	2462072	10571	1093296	868361	862860
27501,	1108949	1640028	2789705	1082898	100519
27638,	796373	2566411	873477	2686586	720941
27707,	1211336	1381522	2832662	384116	794365
27727,	2654278	1524050	1878823	1417963	92714
27845,	287927	730809	1963763	1346056	1860008
27931,	551925	1492830	2073556	2405262	1673229
28232,	2593483	2423611	1566231	1067639	2719729
28739,	1422861	961921	1143366	1280473	926828
28801,	894811	2534594	1181656	1960755	2506278
28972,	1920047	2553721	486936	1845207	2113458
29072,	2114633	2527975	557005	856444	1269484
29146,	2778525	1244196	1386412	657183	2791339
29212,	1258181	1867675	181004	2668025	2803404
29340,	1003558	256358	2652417	2580281	2117401
29449,	1562961	1059018	448669	62562	1277973
29519,	1520097	1298	2435845	902396	2516900
30094,	965978	2129142	2712821	2602263	1258303
30368,	2778525	1244196	1386412	657183	2791339
30774,	2778525	1244196	1386412	657183	2791339
30910,	2813331	2353766	376312	1119777	328974
31318,	2588758	1570022	2063165	2117541	782564
32111,	2778525	1244196	1386412	657183	2791339
32371,	181055	282920	2778525	1244196	1386412
32434,	2727399	21586	2618175	818888	2547597
33119,	2778525	1244196	1386412	657183	2791339
33317,	1804721	416241	1074890	1732529	252137
33492,	2620827	2822835	322979	1611329	122658
33552,	199388	515119	2257874	1201831	354268
33704,	1905833	1865831	828489	2466095	410414
35125,	1677326	993437	919702	1130730	2078471
35517,	2221302	2391422	2118120	1011174	1712302
35752,	296433	2184369	343377	1884979	2280960
36049,	634336	925176	2545674	1435838	409267
36125,	1782001	468367	1983757	1637351	1957614
36396,	2778525	1244196	1386412	657183	2791339
36940,	2686586	1895272	2826101	2473829	2233273
37187,	639551	675243	878016	1976523	2376471
37351,	2081247	1506715	2688176	206449	923464
38059,	2282988	2013432	538669	2079278	562726
38189,	1454707	132002	1119495	2512177	1448386
38365,	1152795	486936	606312	1443706	2426593
38481,	2640339	2538232	1423795	1637351	1984327
38730,	493460	1572484	668899	1093296	654546
38944,	1864233	118102	646675	2505005	1648278
39189,	2778525	1244196	1386412	657183	2791339
39773,	60875	2242308	2206950	2798483	2646462
39778,	27680	81952	1506276	2668421	1330328
40141,	1650449	1346056	1860008	1885102	2589829
40180,	439722	1381522	2073725	744459	425706
40246,	1682843	2374300	1745801	1460626	1095078
40468,	1613050	1252367	2108842	828659	2778525
41309,	2778525	1244196	1386412	657183	2791339
41345,	1129104	621659	1212118	941986	1340384
41383,	1648278	1574295	1508077	302820	2663411
41403,	1635760	271680	2055902	1654076	942253
41629,	2086041	1794685	1448046	2771419	1694457
41649,	2325386	1173321	2590954	265291	1998464
42051,	360505	1234054	1526201	22410	1564672
42321,	2778525	1244196	1386412	657183	2791339
42617,	562914	1455644	1833376	715272	783404
42912,	2778525	1244196	1386412	657183	2791339
43088,	1301883	983053	1041119	2822835	1538218
43399,	1844707	2168063	1095941	2204165	2414119
43444,	2778525	1244196	1386412	657183	2791339
44628,	327360	755183	1491437	1724745	1944493
46074,	2778525	1244196	1386412	657183	2791339
46106,	2205815	2157757	699006	1850618	1068607
46377,	97350	484085	365846	1929540	107638
46391,	1269685	1406238	673942	2833767	2506938
46874,	272222	1709648	936742	1708813	1149811
47353,	81952	2266525	483205	1601608	2755282
47387,	2477757	1072942	2623177	747434	2396148
47475,	360505	792604	2319922	1550379	1761602
47662,	160181	1332465	240218	2241130	2492063
48463,	2778525	1244196	1386412	657183	2791339
48478,	1057717	2317765	1072942	1615124	2516900
48675,	391068	432522	2037477	298307	556281
48789,	1029608	391068	2051097	672342	194241
49239,	1779881	2036787	1838908	266412	1990447
49334,	2778525	1244196	1386412	657183	2791339
49418,	360505	468803	2086041	863165	2085889
49794,	436637	1367732	2729738	1183524	2150125
50754,	503355	935718	1680363	2715344	135147
50874,	2778525	1244196	1386412	657183	2791339
51289,	1627958	887776	2309207	2002558	996687
51380,	494929	1193717	1263789	587438	2719617
51416,	2284411	345660	2540060	700812	1448046
51445,	1246472	1907735	2574702	1290918	24803
51851,	1328872	391068	1578326	63262	672342
52067,	52413	1287265	350611	423967	1346017
52207,	289131	880503	985008	1962463	2230105
52730,	1709648	1708813	1790746	1181698	358823
52831,	2397541	468803	863165	1928254	265522
53121,	950883	743890	2021391	383928	899111
53574,	1834588	1804721	670600	1998138	2584077
53638,	664949	2320236	1930991	415108	2758493
53677,	39498	1989110	301671	879615	1289961
53760,	2117541	2128544	121026	2027015	445302
53874,	30703	2248877	2326685	984924	1988160
54382,	2086041	129918	2063165	1797064	2409634
55261,	734248	1447370	568223	2295019	1606360
55358,	1160495	2559923	2728774	1493311	1060527
55450,	705836	971997	2747710	1932564	1630827
55534,	2778525	1244196	1386412	657183	2791339
56110,	2222166	2833675	7538	1301554	2604878
56216,	658600	497682	16224	2183446	788342
56227,	2584268	85340	984924	1295792	1775397
56317,	2027035	2507411	1269685	2756225	1805606
56439,	1211336	2832662	384116	1472192	1967011
57013,	849354	1301883	620865	1244196	12086
58197,	642020	1646403	1460626	28114	2195143
58250,	265077	790528	12288	704419	423013
58548,	429339	1804721	102963	1145139	416241
58600,	2371498	360955	1591891	785723	307770
58624,	1098848	282884	285761	2455056	1967964
58695,	2392150	1624781	1659908	72040	2606173
58784,	2778525	1244196	1386412	657183	2791339
58798,	2778525	1244196	1386412	657183	2791339
58833,	1117270	1943713	81928	535530	378597
59104,	345173	2013432	2761561	1550785	2033631
59135,	2221253	2712821	955477	2419510	1876513
59546,	2695065	1535721	1472473	173544	2235269
59782,	1724745	654546	1058389	2471383	737718
59842,	818888	1536042	1469274	1900183	1943713
60155,	522984	950883	561185	2347699	2643594
60471,	417590	742821	224367	1430344	458675
60496,	2778525	1244196	1386412	657183	2791339
61016,	287927	730809	392985	784737	1963763
61298,	1448386	2532334	1680783	2096082	961730
61873,	257322	973863	2234516	533554	653816
62808,	2719827	1258303	2814250	206864	546415
62908,	1597885	410414	1519543	75845	1008509
62914,	2778525	1244196	1386412	657183	2791339
63061,	1932410	2309476	160510	1348314	1142475
63163,	2778525	1244196	1386412	657183	2791339
63322,	590897	605716	1242727	568223	946205
63597,	142652	551111	1338810	2415033	2117630
63753,	1677326	2027015	1125986	1889042	1889008
63872,	2329586	2776138	734196	1694797	2562177
64303,	2642267	984924	1103049	330019	122658
64930,	1058353	1504472	246301	1724999	437245
65592,	1894867	1565316	1920371	69820	2228095
66592,	2778525	1244196	1386412	657183	2791339
66908,	2165430	1993864	704947	1217849	2564259
67173,	135399	2718257	71091	2635278	2512414
67354,	810703	278589	2340784	16356	2833516
67659,	579292	2516900	550835	316152	1742166
67705,	201860	2261109	670600	194318	1253588
67752,	2778525	1244196	1386412	657183	2791339
67939,	392352	886884	526888	935974	759501
69088,	2778525	1244196	1386412	657183	2791339
69418,	631686	2816193	902396	2559545	1244471
69428,	502139	207322	654639	2441818	527751
69757,	2778525	1244196	1386412	657183	2791339
70134,	1076904	1269685	758125	2169221	1838145
70534,	2778525	1244196	1386412	657183	2791339
70547,	2569158	2251936	2545674	1182507	1420570
70649,	1920047	146196	2182715	1316226	1027027
70855,	1516543	2381714	2258655	2448401	2764775
71226,	657183	1669934	1506186	917243	2251554
72027,	1705037	671359	2766009	1584843	309333
72461,	636889	2728596	2628685	2483915	813510
72570,	708657	2482849	365846	1126966	1666555
73454,	1015173	1573227	515119	213792	206800
73471,	91986	2414343	459760	1240029	732576
73525,	279447	2011721	270337	939069	1983719
74032,	2778525	1244196	1386412	657183	2791339
74663,	2720106	1208016	1455644	2474739	980988
75611,	1531419	1761602	660656	2182526	1554139
76103,	491817	866185	2296420	1246598	1541359
76608,	2063891	2435699	929505	1450244	1611754
76720,	2200859	1713185	1652470	1336023	1656352
77440,	293354	1245440	1810266	554032	1436566
77641,	1672211	2791339	2362507	1927789	1025695
77738,	321400	2566411	1057407	391094	2833963
77942,	2778525	1244196	1386412	657183	2791339
77992,	390015	79531	1796771	1533837	2767474
78016,	1126753	1932185	372061	2031867	1009296
78100,	1491437	1535721	1085297	2687178	997790
78298,	2778525	1244196	1386412	657183	2791339
78784,	322237	1478894	283635	468250	1093296
79349,	624264	77575	1297289	1604573	1643381
79426,	2073760	2512134	2828372	706736	2180823
79738,	1714934	1149548	2492063	1787491	2535756
79802,	846665	391068	672342	656507	1324922
80026,	2397541	863165	1418609	1709648	1957614
80113,	2778525	1244196	1386412	657183	2791339
80743,	356331	1462268	146196	902460	2182715
80933,	1706918	2037477	1066987	1564672	2057047
81213,	952102	2778525	1340963	2122917	1293374
81342,	632512	1624781	1636794	2047022	1496107
81375,	2778525	1244196	1386412	657183	2791339
82204,	1263263	2063333	2546303	1807932	484085
82500,	2143484	603577	747388	1636952	2424619
82645,	201860	2118911	1258303	2745832	788342
82778,	324577	853722	218501	2589829	1088023
82848,	2778525	1244196	1386412	657183	2791339
82953,	69820	1044973	2096789	2204165	1069584
83200,	1593289	767651	2582558	1929596	862860
83840,	471718	1244196	66422	2455786	1928254
84028,	1801533	1975777	2572267	2710106	583078
84579,	1568572	1142475	550947	1672211	178854
84814,	2778525	1244196	1386412	657183	2791339
84989,	2435097	2141141	1366236	302727	2739911
85006,	1198122	2611199	1718836	1181478	759027
85011,	129847	220136	1732848	1230107	1492759
85432,	2464601	2079800	1195481	399598	1033752
85921,	1959963	2107316	673299	2005144	2693020
85958,	2778525	1244196	1386412	657183	2791339
85991,	2409634	1065465	599025	964435	2269134
86194,	1730667	115570	1176133	1981914	1660565
86285,	1836572	1152795	1060591	1240730	445991
86316,	2105096	1520097	780790	2244464	2118120
86856,	832134	329656	1666113	1697415	1069223
87127,	2778525	1244196	1386412	657183	2791339
87569,	1929596	1258303	979758	209611	2574263
87622,	1090310	2633289	2650846	472040	92686
87629,	1565316	1920371	967007	69820	2228095
88090,	675502	2352642	2425179	1917800	761186
88699,	168629	2826101	1414197	437245	1165869
89595,	2778525	1244196	1386412	657183	2791339
89700,	387201	1712984	2488292	59830	2127465
90134,	762822	1752452	1265683	2778525	1244196
90275,	2007152	1550793	921541	1560443	723096
90552,	1926799	322492	2447333	2807442	1728212
90609,	72465	2024684	70127	777911	755815
90615,	1069562	106083	2037855	2097556	2673634
90733,	2108165	652935	2309898	2421089	2686638
91295,	1948123	838799	2063333	2758493	560311
92019,	2455786	73857	2584256	1640855	2742030
92182,	2778525	1244196	1386412	657183	2791339
92343,	2419179	947691	2200146	322979	1742604
93312,	2778525	1244196	1386412	657183	2791339
93887,	697552	2435845	252577	965108	2159515
93930,	2465711	2263482	1258181	940874	2534594
94336,	2778525	1244196	1386412	657183	2791339
94417,	2005303	926150	1524884	26945	2494722
94548,	2778525	1244196	1386412	657183	2791339
94665,	1073070	2415922	1772095	640407	1786175
94805,	1602196	391068	2024684	2264610	1380378
94918,	779080	865510	2420485	1525271	2627239
94945,	132983	1817563	1849816	1819171	548106
95321,	365846	410414	496893	1641420	1364124
95619,	2778525	1244196	1386412	657183	2791339
96109,	2686302	1206455	1355647	552726	1885496
96164,	70786	97350	2529679	1527539	62460
96187,	397177	902396	70786	205039	1728143
96756,	2778525	1244196	1386412	657183	2791339
97135,	497682	2093033	2745021	1830993	50457
97204,	1829851	2715741	644489	813562	2135654
97375,	2127719	70786	2719729	2546303	1534045
98005,	2778525	1244196	1386412	657183	2791339
98174,	2778525	1244196	1386412	657183	2791339
98287,	1814222	2350461	755183	2125180	1173321
98458,	2263482	69820	1384188	1290918	781759
98716,	2686586	1895272	2473829	2233273	1131009
99109,	203784	1776330	284707	79531	2099273
99155,	2778525	1244196	1386412	657183	2791339
99208,	1355248	2789705	1956960	1662648	2394512
99598,	2778525	1244196	1386412	657183	2791339
99751,	1081469	1565428	1768848	2121552	478208
99972,	1502243	1301554	1499162	2611199	2773384
100399,	987737	2270467	1931543	979223	151964
100521,	119201	2092767	2128544	1867675	275929
100803,	2031981	1118007	937049	1599559	152305
101222,	1724745	887059	671359	406231	2802000
101236,	1834588	294270	1160495	497682	2551818
101276,	2462766	98	2348229	1347927	857331
101454,	976588	2588156	2298229	2374094	1376427
101666,	2424713	2255733	996738	521643	2158478
101774,	1943315	1563420	1981914	1617473	2812905
101857,	2778525	1244196	1386412	657183	2791339
102002,	2778525	1244196	1386412	657183	2791339
102545,	779229	2572296	1549938	1304132	1576882
102885,	2564608	426955	677711	1979874	2778476
103027,	236410	1703728	459760	1199497	1301883
103310,	185962	278589	353043	599962	1878943
103669,	1550605	1029608	588861	984924	475121
104001,	1244196	1672211	2362507	1025695	548592
104796,	1995249	1873175	1246472	2428043	96717
104965,	1566435	1729147	2062886	2027015	2015174
106202,	2778525	1244196	1386412	657183	2791339
106391,	102006	1630793	2078554	2715741	838799
107447,	1790865	1125071	2241315	312101	389334
107528,	2348573	2394806	2803305	600690	78655
107952,	2778525	1244196	1386412	657183	2791339
108109,	568692	1529678	1426983	2526320	1331002
108891,	631686	2814250	1126966	1878823	1306144
108961,	2778525	1244196	1386412	657183	2791339
109308,	2479678	92038	2431753	218295	927190
109548,	873477	902396	459760	1890624	595394
109646,	261490	2776138	1287265	2087002	1721694
109809,	1637441	1368635	414112	804376	2249807
110004,	1573166	799322	2421539	1907735	2473621
110221,	2778525	1244196	1386412	657183	2791339
110636,	1737182	1995736	2556272	766334	2112090
110951,	306192	1175964	555520	226749	1496752
111479,	2694081	47583	2356211	536047	2065994
111602,	345001	2428937	2293161	2770369	2026748
111836,	414143	1641047	267654	1984327	270941
113405,	1680783	961730	2158081	536047	1754448
113510,	2092767	2197737	2036787	1561367	2434902
113784,	2263482	2711033	1295792	449441	378726
113942,	69820	315939	934577	1382937	2055902
114764,	2778525	1244196	1386412	657183	2791339
115337,	2154209	287927	730809	784737	1963763
115389,	2778525	1244196	1386412	657183	2791339
115642,	1297497	1804721	2709378	661157	866429
115791,	159565	1380378	777911	2516900	2117630
116228,	1974321	830362	579230	1524884	1928254
116670,	2206648	1770209	2778525	1244196	1386412
116847,	1941511	116474	10571	1251571	2685664
116871,	2315525	627254	69820	2698468	1535721
117095,	2248218	1826	1971715	1984305	2782162
117355,	2526320	1522825	1000903	2545674	521643
117952,	2730420	1536042	2423611	588861	1709648
118118,	2538232	1944493	1797064	19957	168629
118326,	2778525	1244196	1386412	657183	2791339
118441,	2547974	572874	2778525	1244196	1386412
118743,	295473	2397541	1713185	2319922	1550379
119429,	1906675	1329862	1212273	1160495	2615784
119526,	2778525	1244196	1386412	657183	2791339
119952,	2326256	606312	1174707	668146	1732727
120436,	2686239	1565316	1853051	1092821	536047
120617,	205039	12086	2031981	1386298	2471510
121169,	515031	1876513	1851902	2002097	776006
121312,	10571	1648278	2251704	2615784	2235269
121482,	2024684	1887678	2712481	1369864	478208
121594,	1386412	2519186	1956145	369590	621322
121611,	2749976	1476432	155458	126218	437245
121662,	1698606	660656	1134847	972388	455014
121757,	830073	1247117	265382	172929	2117432
122086,	2778525	1244196	1386412	657183	2791339
122087,	2813992	1753558	1036830	2204165	1460626
122260,	2778525	1244196	1386412	657183	2791339
122394,	2778525	1244196	1386412	657183	2791339
122653,	2778525	1244196	1386412	657183	2791339
122688,	2778525	1244196	1386412	657183	2791339
122826,	2778525	1244196	1386412	657183	2791339
122862,	2126142	900049	656507	948208	987162
123738,	761569	2596528	1145187	2680841	2198329
123936,	290587	625475	2511002	52365	2099273
124188,	1768401	2441197	2060964	270143	406896
124399,	2599513	1602805	1370919	1785216	1541359
124663,	2659905	1943138	1637441	2130582	1971713
124833,	2778525	1244196	1386412	657183	2791339
125035,	2069813	2558581	602977	818486	735545
125163,	2477239	237793	350611	120395	1398109
125183,	1654807	2141350	95803	2519983	2214391
125749,	2778525	1244196	1386412	657183	2791339
125921,	1455644	258723	261735	1124660	2253414
126548,	360505	980778	78338	147895	1387622
126643,	1784135	2652417	686014	1978534	2791989
126771,	540654	2622472	1342669	881546	2695464
127238,	2778525	1244196	1386412	657183	2791339
127260,	166946	2021391	671237	2689330	2388254
127289,	1860122	2321168	2082227	1748521	16356
127607,	349653	314274	1438241	298067	2776083
128258,	601375	836263	2788428	2028422	2351777
128444,	2062886	1499394	2636095	898147	1706517
128892,	160278	2228693	2362128	381226	2462766
129287,	9054	1069562	617858	1623663	2532207
129582,	2778525	1241609	2663412	536047	1638643
129765,	83516	416248	1322448	1508500	1276302
130419,	1297827	996526	1126500	2449545	2202478
131287,	2154312	1018089	34846	1438328	1947571
131400,	636889	2469440	631930	2628685	952102
131843,	830073	1464929	2078155	749431	2031981
131876,	1672211	2791339	2362507	2467165	1025695
132162,	2450714	1695195	729235	2021391	972388
132303,	2767124	1176133	277379	816048	800097
132458,	2774733	2749976	1476432	155458	126218
133042,	2778525	1244196	1386412	657183	2791339
133480,	2414830	1804721	1480082	403728	2460014
134993,	2778525	1244196	1386412	657183	2791339
135249,	1731527	2825431	2720354	1241563	1999613
135647,	1092821	2828231	2808315	1977105	306192
135701,	623539	1723975	814454	1014969	870209
135905,	2319922	1550379	1585842	1566544	1610812
136018,	1561933	1550605	2438844	2096789	369833
136346,	2778525	1244196	1386412	657183	2791339
136526,	1570575	1451999	1194612	2039543	1236465
136595,	1160495	2174514	1165605	2289895	2482849
136741,	41117	895922	1299396	2328702	1417895
136883,	1662460	410414	847234	1953130	907427
137168,	2457201	1147481	1303387	1463983	781265
137251,	2482903	2285346	1045268	656696	2199144
137295,	767651	258349	2319886	2831911	1587251
137522,	984916	1384188	415358	1599559	569889
137940,	2108401	1726664	1982238	2381373	2729779
138017,	1294124	1131560	910035	1193717	841162
138722,	245454	1029608	1086695	788342	2516900
138977,	1370031	1386412	1509100	1447370	228825
138982,	2286154	1768848	2759350	848165	935718
139306,	2225560	1775761	1238924	1424217	1385441
139725,	1371944	115570	534600	69820	2381146
139968,	180215	360505	1085297	472040	386355
140225,	2778525	1244196	1386412	657183	2791339
140830,	10571	767563	1623663	812068	812782
141431,	2778525	1244196	1386412	657183	2791339
141434,	2422711	1717243	1245551	1426983	1813897
141654,	414143	195997	549290	1241389	1801603
141923,	1724745	2125180	562914	540654	444228
142537,	2778525	1244196	1386412	657183	2791339
142751,	2282988	261490	2776138	2087002	1721694
142825,	287774	327361	186124	2756141	873602
142969,	1195879	1956145	2750191	1224158	351203
143178,	2778525	1244196	1386412	657183	2791339
143537,	1508005	1472432	1138032	1222303	400632
144144,	2282988	2772600	1281077	657183	2766686
144191,	2778525	1244196	1386412	657183	2791339
144636,	2778525	1244196	1386412	657183	2791339
144643,	287927	730809	1963763	1093941	1346056
144750,	1046962	398214	2113459	30281	213792
145381,	862860	2042792	536047	2680841	2490129
145533,	1530843	1785216	2651077	1881055	2781624
145734,	2028380	1156414	285761	1072942	766863
145853,	2116470	2447599	2313894	260323	2051232
146193,	2778525	1244196	1386412	657183	2791339
146199,	2650958	1982238	546461	1196551	1193717
146286,	2778525	1244196	1386412	657183	2791339
147516,	350611	107638	484085	1712984	322220
147664,	2503787	1135229	2123063	2464714	1985790
148342,	2564608	1968512	1293790	105599	347061
148749,	2473829	2233273	1461999	2018166	399435
148981,	1627958	2282793	1810189	2047542	1736695
149198,	2778525	1244196	1386412	657183	2791339
149616,	2778525	1244196	1386412	657183	2791339
150039,	2778525	67174	1241609	1938882	784737
150057,	254011	475804	579292	1183354	316152
150611,	1783205	1647094	86843	18692	2073218
150721,	560311	1468635	2192450	2296112	543576
150852,	170844	430209	2672708	2619522	884199
150854,	467643	2255733	2520574	562914	179144
150858,	2232446	1781580	892196	1193717	2085462
150949,	490302	2702002	1093941	2423978	997790
150980,	790148	1443014	138649	546415	2042792
151024,	322979	256095	458675	965827	65610
151528,	417590	2424927	1065465	698106	186124
151666,	2778525	1244196	1386412	657183	2791339
151707,	459719	1063997	938375	458062	291029
152067,	1841756	2686586	2473829	55199	2233273
152831,	116585	1953846	1053542	478799	1064935
153486,	1090902	1264055	480007	2411495	367278
153970,	315939	2533908	631686	2816193	902396
154279,	2750512	693655	1342186	2120338	1460626
154525,	634336	1804721	1146589	723777	750048
154692,	771360	1847567	650000	2768923	1227036
155196,	997960	2410463	21586	1888279	2134619
155704,	416609	257339	2204352	2454243	72040
155734,	2778525	1244196	1386412	657183	2791339
155750,	562740	1672211	515119	2362507	2200718
156207,	144129	952014	354473	2018960	1222303
156682,	2127719	2465711	953263	662309	1126944
156731,	1829050	124474	1633706	1386412	1851291
156890,	2778525	1244196	1386412	657183	2791339
157018,	1241389	2814724	2627291	245823	2491016
157347,	634336	2226505	1146589	2622472	1340066
157372,	2637429	830073	385493	2078155	1957614
157411,	327700	1177274	378597	439722	1522825
157436,	2026193	2115825	2178500	1444225	2527975
158275,	2778525	1244196	1386412	657183	2791339
158445,	2778525	1244196	1386412	657183	2791339
158466,	1092821	926150	911727	2506235	2005303
158759,	784737	2411210	2656338	794739	1328711
158786,	2037855	2018868	1155565	2209534	915203
158919,	2778525	1244196	1386412	657183	2791339
158944,	2778525	1244196	1386412	657183	2791339
159617,	1331308	66422	2093033	1708613	1217083
159701,	2233514	2251936	1398399	579292	826970
159921,	2640339	2538232	826394	577610	1215156
160502,	2721369	2059218	2624684	472040	1520906
160533,	408876	1386071	314875	650246	2778525
160623,	1427857	2514483	2760349	497400	769613
161242,	2635254	1860008	2532334	1324039	1175179
161521,	2397541	2526320	1241464	880759	183411
161612,	875776	952054	2771419	1943650	1416920
161662,	2778525	1244196	1386412	657183	2791339
162063,	668146	465818	2721169	2585117	1746807
162457,	459760	1752022	1495917	1780684	1217849
162510,	1696629	926632	1189793	2482137	1850794
162529,	631930	952102	2778525	256095	1340963
162564,	2778525	1244196	1386412	657183	2791339
162646,	2287883	463226	846976	1865850	1055986
164126,	2778525	1244196	1386412	657183	2791339
164502,	579903	2282988	1477620	1084301	2183351
165095,	2037855	947818	555298	2138291	499178
166047,	372015	1352001	2376419	46844	582160
166280,	1342669	1009366	1301883	1025695	12086
166546,	942253	2126253	667505	2751394	129847
166998,	1811496	1650449	1585842	1566544	1316313
167169,	1563176	432120	414143	2006046	2313894
167292,	315939	1453018	2533908	631686	2816193
167793,	1262154	1719018	198849	1841956	1649387
167910,	2128544	1754849	2825431	1426750	770454
168003,	810659	1482556	1833376	907469	2636095
168241,	1371944	493460	534600	69820	1959963
168452,	1983757	2266525	2342153	1390810	2163175
168573,	479200	1250267	1475454	295459	2771516
168880,	2778525	1244196	1386412	657183	2791339
168971,	2778525	1244196	1386412	657183	2791339
169437,	2445199	2140940	2097556	850265	2303435
169786,	1918420	1119495	2782162	1655453	1144357
170008,	1713185	657921	354268	1956960	190325
170333,	1966003	1804721	2353095	2828750	1358575
170601,	658600	2637429	830073	2078155	1957614
170611,	2520574	2202852	2462072	2766686	1825175
170666,	1775397	1157443	1091272	1165605	1189146
171078,	2778525	1244196	1386412	657183	2791339
171152,	2778525	1244196	1386412	657183	2791339
171375,	91986	2085889	2522554	1193474	2179851
171516,	1548201	338801	2526320	52413	1316226
172325,	1346056	1860008	193483	952014	1207245
172413,	2564363	1240029	708316	2439335	1834588
172636,	321072	2624381	979277	2305047	235233
173125,	1656352	2778525	1120901	1522825	129847
173245,	2778525	1244196	1386412	657183	2791339
173555,	1092821	72040	1877427	640407	406129
174181,	1730667	258902	459760	26945	987737
174608,	1990810	2380717	925176	2310379	599962
174882,	2778525	1244196	1386412	657183	2791339
175027,	1503597	1125573	2332005	2718724	1436278
175162,	2778525	1244196	1386412	657183	2791339
175344,	315406	1082550	507069	1969158	1544347
175369,	2778525	1244196	1386412	657183	2791339
175546,	274172	933025	1288677	546415	200720
175644,	2469440	1328888	2051097	2117541	2340784
175696,	1663945	1376234	2109679	667239	2031674
176268,	2689910	2058119	2091760	2302465	2105524
176638,	1212173	1770875	1373407	2483664	1218780
177089,	2778525	1244196	1386412	657183	2791339
177373,	2471510	515119	953446	2187173	470426
178074,	1920371	1589286	696764	1950394	2451696
