12593:[(880503,0.712355966755),(1696399,0.625078356896),(2339810,0.622131842861),(2205815,0.574009753467),(1088968,0.553371821855),]
12626:[(327361,0.983280040152),(932994,0.938505901472),(1652470,0.924956044845),(2556995,0.902026875727),(1941791,0.848198618429),]
12630:[(2239409,0.703618685855),(2443949,0.649560218233),(2091491,0.524097889301),(1925386,0.510682792838),(578650,0.505216355914),]
12671:[(952102,0.83157586848),(2754694,0.806678181783),(679564,0.63294816931),(1971924,0.503705013552),(794156,0.445301325602),]
12689:[(2725896,0.594592417715),(654495,0.406190827869),(1135075,0.180287586181),(749431,0.161915573185),(660656,0.134096314254),]
12750:[(2641962,0.825006188471),(196659,0.802738694708),(1827533,0.790957298005),(2013026,0.776282194304),(2106311,0.775781642431),]
12852:[(752443,0.8030439094),(550947,0.611910955586),(1604145,0.511410690554),(536047,0.475483035027),(1445649,0.36145409544),]
13715:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
14269:[(1719972,0.952732355845),(2407172,0.907665348935),(324577,0.857354109816),(785723,0.831630428548),(2277810,0.77921398152),]
14624:[(1301883,0.787219208503),(1025695,0.781402353063),(1244196,0.766644056483),(1326655,0.764137335782),(12086,0.748654938753),]
14792:[(1132800,0.984905503659),(825006,0.983816737728),(1310430,0.98262707104),(1918420,0.957401500891),(1731527,0.935784360963),]
14966:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
15006:[(701793,0.974947226983),(2181527,0.968610471232),(942253,0.956786987981),(2439230,0.949913278223),(2652451,0.94579605881),]
15100:[(1029608,0.95287792407),(1069226,0.311759445977),(1366236,0.271736598553),(876529,0.052149404092),(1728143,0.0299102303017),]
15549:[(1553467,0.880269301472),(433897,0.842670926196),(826942,0.804820219783),(536047,0.798615484269),(2413494,0.77492688803),]
15611:[(51108,0.884403313065),(74727,0.803869670232),(1465045,0.799858058866),(1165361,0.788760723682),(237692,0.774188201077),]
16228:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
16874:[(2507411,1.0),(2477239,1.0),(2371498,0.859619158527),(2409634,0.694314127874),(1382159,0.684512463522),]
16971:[(922535,0.932259503138),(1568168,0.922972402827),(1576126,0.914862072345),(930736,0.876611333912),(1258303,0.833128625228),]
18097:[(540654,0.836981021257),(2258108,0.771848497582),(1959963,0.693508333241),(2431623,0.69214791076),(1584071,0.688139971714),]
18564:[(354473,0.953109129826),(1898363,0.94744420745),(2791339,0.942062605251),(1826,0.933040812974),(1984305,0.923503018121),]
18796:[(1860122,0.881249007681),(1476699,0.789022066007),(1813897,0.781136811949),(114871,0.740932947946),(2730930,0.736568107971),]
18994:[(111095,0.870810990276),(512624,0.828160899467),(416248,0.757530054979),(1492328,0.755301763485),(1804285,0.631854667041),]
19544:[(2628652,0.344363660556),(1170905,0.344213432577),(1919107,0.261842262436),(1928254,0.215169142751),(863512,0.186270086283),]
19679:[(1550099,0.75926797244),(2479643,0.702914512863),(1091272,0.675647739472),(2693020,0.641002573428),(2453690,0.579849285437),]
19704:[(709488,0.963254902678),(484200,0.800470996459),(434036,0.795708404147),(973448,0.55602822701),(186124,0.488565133024),]
20101:[(2438844,0.800752131817),(1325341,0.745798930644),(763834,0.727315848828),(633578,0.694835471921),(1786809,0.692837047976),]
20679:[(52413,0.943967423797),(1588612,0.912799357313),(2409634,0.883977027189),(81928,0.879536348233),(352160,0.846595106131),]
20815:[(1731527,0.935784360963),(1212173,0.929211308618),(1984327,0.927313670782),(1093296,0.923473511471),(1926799,0.828352855391),]
20979:[(1221097,0.944777722897),(1358486,0.942750594917),(574342,0.866528219249),(1472473,0.851056060817),(2284421,0.73181633392),]
21195:[(714653,0.893062825232),(1637351,0.879700438024),(1766092,0.839350236078),(2803681,0.835912378143),(1519543,0.769849221066),]
21324:[(2622472,0.834517991095),(335824,0.759572488688),(1940000,0.569649090843),(1520888,0.518444261173),(1589286,0.474382210932),]
21578:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
21627:[(257322,0.861712887277),(1575865,0.830734976174),(1011174,0.755656310381),(2205815,0.740648327727),(657183,0.720398601593),]
21663:[(67174,0.674139961175),(813931,0.474255985659),(2167880,0.281559439929),(1654085,0.189777767981),(2616802,0.101506775413),]
21813:[(2660875,0.958705080752),(391068,0.92594113522),(672342,0.84389354942),(194241,0.840016004083),(1324922,0.831476859502),]
21835:[(2424713,0.961289657311),(1380378,0.89487098226),(90135,0.834049349134),(1717243,0.806015610372),(1560628,0.764694567982),]
22107:[(162125,0.956336104173),(955230,0.953097389085),(1652470,0.912612484679),(466593,0.882429906566),(746757,0.871014076492),]
22206:[(1217373,0.709665913646),(1807932,0.571718370623),(2738695,0.475979668802),(477856,0.452338303923),(2813646,0.275310000491),]
22591:[(100254,0.600245736714),(81464,0.551009013301),(2831911,0.548321764431),(2264926,0.515863852701),(2063098,0.498239294846),]
22728:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
23229:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
23361:[(327700,0.958775133431),(2566411,0.934989270547),(2686586,0.929090521743),(2151648,0.899252772946),(1322778,0.829855628217),]
23459:[(278589,0.635281360946),(2313955,0.50386074756),(1045268,0.487472477032),(2310727,0.334496522951),(2269243,0.331286691674),]
23667:[(771360,0.957781310549),(1604145,0.922075563536),(266445,0.900737686521),(2814615,0.779580701307),(1564672,0.730079247485),]
23718:[(2024684,0.903184537734),(2200859,0.785153390355),(194318,0.730275211568),(868361,0.723001056813),(1369864,0.635985187019),]
24419:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
24465:[(2749976,0.80625843215),(784737,0.800956751273),(126218,0.730699447601),(1494361,0.675900133249),(656696,0.652239683167),]
25906:[(1188585,0.915150535808),(2096082,0.729974203105),(712901,0.69477037725),(1807819,0.627807788859),(1375056,0.615102725323),]
26038:[(2127719,0.968617365663),(2170109,0.932057633427),(838799,0.824234974304),(700812,0.806695715655),(1534045,0.639435201489),]
26658:[(360955,0.976865656469),(531504,0.959786612874),(2409634,0.949988223114),(677711,0.90016844146),(1591891,0.864347662906),]
27187:[(2462072,0.926578023856),(10571,0.797081153986),(1093296,0.728109938699),(868361,0.723001056813),(862860,0.708702123185),]
27501:[(1108949,0.879549764631),(1640028,0.857851584127),(2789705,0.780308028655),(1082898,0.712358291331),(100519,0.647397656973),]
27638:[(796373,0.986609879206),(2566411,0.934989270547),(873477,0.933733203548),(2686586,0.929090521743),(720941,0.853233006223),]
27707:[(1211336,0.843768185107),(1381522,0.362300293546),(2832662,0.351325997342),(384116,0.296961978903),(794365,0.238526542217),]
27727:[(2654278,0.985294858508),(1524050,0.926135663415),(1878823,0.707415558882),(1417963,0.666481941878),(92714,0.657770828367),]
27845:[(287927,0.945604837992),(730809,0.934794770181),(1963763,0.926457045155),(1346056,0.890056624113),(1860008,0.873730412367),]
27931:[(551925,0.687506963933),(1492830,0.482894051351),(2073556,0.479585519057),(2405262,0.353115740804),(1673229,0.304250492675),]
28232:[(2593483,0.969786263681),(2423611,0.902014646105),(1566231,0.875952918189),(1067639,0.859080774903),(2719729,0.852062547822),]
28739:[(1422861,0.81943946269),(961921,0.319741033446),(1143366,0.293594784138),(1280473,0.226725600869),(926828,0.213956971489),]
28801:[(894811,0.626342019493),(2534594,0.47709637007),(1181656,0.355837773711),(1960755,0.0635112836323),(2506278,0.059985946596),]
28972:[(1920047,0.397251113073),(2553721,0.290520719366),(486936,0.265143450978),(1845207,0.155177947162),(2113458,0.112523377493),]
29072:[(2114633,0.690553598208),(2527975,0.488267971222),(557005,0.408038357267),(856444,0.406097325519),(1269484,0.366073850885),]
29146:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
29212:[(1258181,0.896326149655),(1867675,0.86416694961),(181004,0.850636585071),(2668025,0.788616056869),(2803404,0.77689808639),]
29340:[(1003558,1.0),(256358,0.700298240571),(2652417,0.631373977415),(2580281,0.578281651323),(2117401,0.470974220836),]
29449:[(1562961,0.962573592405),(1059018,0.918167005663),(448669,0.863830161075),(62562,0.79751685013),(1277973,0.759494180626),]
29519:[(1520097,0.941578058856),(1298,0.922371514923),(2435845,0.864630101212),(902396,0.862520461827),(2516900,0.825973182352),]
30094:[(965978,0.292331111017),(2129142,0.192174514351),(2712821,0.186774490389),(2602263,0.184466672236),(1258303,0.125372822309),]
30368:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
30774:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
30910:[(2813331,0.886725363299),(2353766,0.858726879556),(376312,0.847267190858),(1119777,0.825471874722),(328974,0.807462061317),]
31318:[(2588758,0.951294582852),(1570022,0.92311436086),(2063165,0.917058209474),(2117541,0.883380556129),(782564,0.871344472154),]
32111:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
32371:[(181055,-0.152567214272),(282920,-0.719734895685),(2778525,-2),(1244196,-3),(1386412,-4),]
32434:[(2727399,0.610534955531),(21586,0.494055939869),(2618175,0.445824868115),(818888,0.433257747207),(2547597,0.419621820761),]
33119:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
33317:[(1804721,0.942246889308),(416241,0.754790178235),(1074890,0.681655226448),(1732529,0.672219735757),(252137,0.663165930607),]
33492:[(2620827,0.964488002562),(2822835,0.857870240576),(322979,0.746692444106),(1611329,0.723850630876),(122658,0.703998636351),]
33552:[(199388,0.873505230622),(515119,0.491215441448),(2257874,0.351695647195),(1201831,0.333055825352),(354268,0.327048050108),]
33704:[(1905833,0.863758087353),(1865831,0.792208981168),(828489,0.751294221295),(2466095,0.716278250973),(410414,0.705076305256),]
35125:[(1677326,0.910581689005),(993437,0.906039508333),(919702,0.886270119998),(1130730,0.785502332999),(2078471,0.637327220548),]
35517:[(2221302,0.825664308809),(2391422,0.788211967405),(2118120,0.525860172595),(1011174,0.441083240272),(1712302,0.349027974146),]
35752:[(296433,0.735007384819),(2184369,0.530687616717),(343377,0.493211682784),(1884979,0.492290690661),(2280960,0.47834108599),]
36049:[(634336,0.945939087302),(925176,0.923009266658),(2545674,0.820454211689),(1435838,0.651601397865),(409267,0.494196467196),]
36125:[(1782001,0.999964960018),(468367,0.934268690111),(1983757,0.930948193969),(1637351,0.879700438024),(1957614,0.876234441525),]
36396:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
36940:[(2686586,0.929090521743),(1895272,0.888878261025),(2826101,0.882200401466),(2473829,0.876960974314),(2233273,0.761521015885),]
37187:[(639551,0.51943456201),(675243,0.339035928949),(878016,0.273068876721),(1976523,0.188552474012),(2376471,0.0690014415082),]
37351:[(2081247,0.626658898784),(1506715,0.523207645311),(2688176,0.298334961184),(206449,0.201866934537),(923464,0.160555485839),]
38059:[(2282988,0.928081267355),(2013432,0.866217337191),(538669,0.71863107189),(2079278,0.606536258541),(562726,0.497107863006),]
38189:[(1454707,0.996903257174),(132002,0.991105327481),(1119495,0.916021366763),(2512177,0.902379533411),(1448386,0.86257869613),]
38365:[(1152795,0.821980312116),(486936,0.689398283152),(606312,0.638525812629),(1443706,0.630195252236),(2426593,0.455765569486),]
38481:[(2640339,0.980043136907),(2538232,0.935722704995),(1423795,0.891726965874),(1637351,0.879700438024),(1984327,0.827832930022),]
38730:[(493460,0.997598487228),(1572484,0.974401721233),(668899,0.970849907145),(1093296,0.923473511471),(654546,0.92146234519),]
38944:[(1864233,0.952173262614),(118102,0.870928459149),(646675,0.826245112479),(2505005,0.816475204438),(1648278,0.803857796331),]
39189:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
39773:[(60875,0.70316580095),(2242308,0.224258485031),(2206950,0.133793922605),(2798483,0.027382180494),(2646462,0.0238397011663),]
39778:[(27680,0.952571913161),(81952,0.932238588559),(1506276,0.925581403268),(2668421,0.856782811165),(1330328,0.834461606924),]
40141:[(1650449,0.96035562627),(1346056,0.890056624113),(1860008,0.873730412367),(1885102,0.866031703544),(2589829,0.78858151343),]
40180:[(439722,0.86026959392),(1381522,0.362300293546),(2073725,0.215091842259),(744459,0.130913327608),(425706,0.129081660235),]
40246:[(1682843,0.886335179903),(2374300,0.862692291767),(1745801,0.79508747372),(1460626,0.683507411082),(1095078,0.651244029314),]
40468:[(1613050,0.654809617083),(1252367,0.186129268943),(2108842,-0.0524574346003),(828659,-0.625473994906),(2778525,-2),]
41309:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
41345:[(1129104,0.656121789666),(621659,0.538153136842),(1212118,0.499158450641),(941986,0.253538674718),(1340384,0.0),]
41383:[(1648278,0.803857796331),(1574295,0.286795637228),(1508077,0.254761810271),(302820,0.252144027651),(2663411,0.233013319834),]
41403:[(1635760,0.951815237131),(271680,0.817555260085),(2055902,0.773389136986),(1654076,0.649643107628),(942253,0.633614131565),]
41629:[(2086041,0.928157971557),(1794685,0.842222952315),(1448046,0.729269859616),(2771419,0.622888141823),(1694457,0.614940801671),]
41649:[(2325386,0.948058993641),(1173321,0.901879990219),(2590954,0.83746582446),(265291,0.677107268296),(1998464,0.652021728677),]
42051:[(360505,0.967812384874),(1234054,0.811646686954),(1526201,0.799091966365),(22410,0.788079930457),(1564672,0.730079247485),]
42321:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
42617:[(562914,0.868347190341),(1455644,0.859012435791),(1833376,0.85247191323),(715272,0.852252185),(783404,0.832809948892),]
42912:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
43088:[(1301883,0.993639661428),(983053,0.992523658433),(1041119,0.937385741896),(2822835,0.857870240576),(1538218,0.829113974748),]
43399:[(1844707,0.953343536384),(2168063,0.742792069133),(1095941,0.533344773352),(2204165,0.463263241099),(2414119,0.460897416772),]
43444:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
44628:[(327360,0.983712919279),(755183,0.98000169022),(1491437,0.952629737636),(1724745,0.927683459688),(1944493,0.925712384526),]
46074:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
46106:[(2205815,0.740648327727),(2157757,0.658544054946),(699006,0.437234341598),(1850618,0.422887463846),(1068607,0.381886779877),]
46377:[(97350,0.83360093731),(484085,0.811314035076),(365846,0.791925968967),(1929540,0.721711780709),(107638,0.693765983483),]
46391:[(1269685,0.981760737343),(1406238,0.856016977084),(673942,0.749322993144),(2833767,0.717869686082),(2506938,0.701572323169),]
46874:[(272222,0.999992028671),(1709648,0.876332243968),(936742,0.855791904184),(1708813,0.850960898753),(1149811,0.835525837013),]
47353:[(81952,0.932238588559),(2266525,0.815524866295),(483205,0.709874842532),(1601608,0.607476795747),(2755282,0.56220281324),]
47387:[(2477757,0.228916024264),(1072942,0.149129476347),(2623177,0.129132886057),(747434,0.100349381382),(2396148,0.0747337025635),]
47475:[(360505,0.967812384874),(792604,0.932517850673),(2319922,0.916092865737),(1550379,0.910351509433),(1761602,0.86948740037),]
47662:[(160181,0.839123064308),(1332465,0.35309323702),(240218,0.350688558306),(2241130,0.312805472083),(2492063,0.311274932888),]
48463:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
48478:[(1057717,0.959414294808),(2317765,0.956022291819),(1072942,0.907951143591),(1615124,0.888447067209),(2516900,0.825973182352),]
48675:[(391068,0.92594113522),(432522,0.896754797294),(2037477,0.68091027613),(298307,0.643837236732),(556281,0.625978589811),]
48789:[(1029608,0.95287792407),(391068,0.92594113522),(2051097,0.887209150397),(672342,0.84389354942),(194241,0.840016004083),]
49239:[(1779881,0.938745286868),(2036787,0.848656853836),(1838908,0.817796742814),(266412,0.787547699782),(1990447,0.783842853291),]
49334:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
49418:[(360505,0.967812384874),(468803,0.929572554674),(2086041,0.928157971557),(863165,0.92432369493),(2085889,0.919484806219),]
49794:[(436637,0.455802198906),(1367732,0.420628347169),(2729738,0.338576614059),(1183524,0.117370165104),(2150125,0.0990529814903),]
50754:[(503355,0.748308307235),(935718,0.645112757547),(1680363,0.230806414847),(2715344,0.188968066448),(135147,0.144191909538),]
50874:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
51289:[(1627958,0.91543982198),(887776,0.878014404163),(2309207,0.695173081722),(2002558,0.68490159985),(996687,0.627148718824),]
51380:[(494929,0.591891119267),(1193717,0.537619677054),(1263789,0.461473141583),(587438,0.397794704933),(2719617,0.329527985292),]
51416:[(2284411,0.789378797868),(345660,0.743155451647),(2540060,0.662631982589),(700812,0.662063975141),(1448046,0.582435350694),]
51445:[(1246472,0.789161671581),(1907735,0.708433851819),(2574702,0.637480191763),(1290918,0.482497890697),(24803,0.463164034604),]
51851:[(1328872,0.937545805039),(391068,0.92594113522),(1578326,0.907526596419),(63262,0.844372285571),(672342,0.84389354942),]
52067:[(52413,0.943967423797),(1287265,0.93757713457),(350611,0.470242670165),(423967,0.428526559388),(1346017,0.365712040549),]
52207:[(289131,0.606763793681),(880503,0.473603735644),(985008,0.472384828879),(1962463,0.443870926638),(2230105,0.442819074804),]
52730:[(1709648,0.876332243968),(1708813,0.850960898753),(1790746,0.777254360812),(1181698,0.739776151583),(358823,0.69447562981),]
52831:[(2397541,0.949182365145),(468803,0.929572554674),(863165,0.92432369493),(1928254,0.902291528016),(265522,0.896593079787),]
53121:[(950883,0.885509605579),(743890,0.77043206548),(2021391,0.736660950114),(383928,0.651469737296),(899111,0.646987235192),]
53574:[(1834588,0.970076652334),(1804721,0.942246889308),(670600,0.923217097933),(1998138,0.898563371127),(2584077,0.870112388955),]
53638:[(664949,0.974516776627),(2320236,0.880256419165),(1930991,0.847770281603),(415108,0.758930484376),(2758493,0.735548043596),]
53677:[(39498,0.972465578162),(1989110,0.895069159338),(301671,0.892348944965),(879615,0.873707656188),(1289961,0.793174628001),]
53760:[(2117541,0.78916244782),(2128544,0.773496225179),(121026,0.714243111794),(2027015,0.706172541952),(445302,0.681513063955),]
53874:[(30703,1.0),(2248877,0.930713383338),(2326685,0.917192684621),(984924,0.868051899055),(1988160,0.840298068653),]
54382:[(2086041,0.928157971557),(129918,0.922893629268),(2063165,0.917058209474),(1797064,0.889796476181),(2409634,0.883977027189),]
55261:[(734248,0.801762575306),(1447370,0.57814729767),(568223,0.566664915326),(2295019,0.462982883941),(1606360,0.456886540133),]
55358:[(1160495,0.948380971983),(2559923,0.892484590979),(2728774,0.871148094868),(1493311,0.813614365668),(1060527,0.807863909662),]
55450:[(705836,0.83099212001),(971997,0.650264337097),(2747710,0.541308328329),(1932564,0.359612241429),(1630827,0.230988238879),]
55534:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
56110:[(2222166,0.823509640588),(2833675,0.821680589523),(7538,0.815224648075),(1301554,0.812766647034),(2604878,0.788928154098),]
56216:[(658600,0.968604276861),(497682,0.928941840706),(16224,0.904506936713),(2183446,0.89830361728),(788342,0.847069471736),]
56227:[(2584268,0.918156135687),(85340,0.903806888838),(984924,0.839802716638),(1295792,0.818230791119),(1775397,0.778097403297),]
56317:[(2027035,0.960859746797),(2507411,0.86974716034),(1269685,0.869175886473),(2756225,0.785755689566),(1805606,0.784005745799),]
56439:[(1211336,0.843768185107),(2832662,0.351325997342),(384116,0.296961978903),(1472192,0.115339656989),(1967011,0.0969784415878),]
57013:[(849354,0.807375944365),(1301883,0.787219208503),(620865,0.776289769902),(1244196,0.761262179686),(12086,0.748654938753),]
58197:[(642020,0.930705378846),(1646403,0.864116461011),(1460626,0.850471873784),(28114,0.785928680036),(2195143,0.77255769865),]
58250:[(265077,0.715523279506),(790528,0.624604725613),(12288,0.56957290779),(704419,0.554652018882),(423013,0.535827246887),]
58548:[(429339,0.969931544129),(1804721,0.942246889308),(102963,0.782530752094),(1145139,0.762488317178),(416241,0.754790178235),]
58600:[(2371498,0.987885082827),(360955,0.976865656469),(1591891,0.864347662906),(785723,0.831630428548),(307770,0.806783021742),]
58624:[(1098848,0.980522735691),(282884,0.969508236899),(285761,0.938008863809),(2455056,0.934306768167),(1967964,0.882967161168),]
58695:[(2392150,0.910075626761),(1624781,0.837963739407),(1659908,0.758124765657),(72040,0.754913639069),(2606173,0.712895809263),]
58784:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
58798:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
58833:[(1117270,0.965044150147),(1943713,0.893062998889),(81928,0.879536348233),(535530,0.871777546203),(378597,0.87017116857),]
59104:[(345173,0.947276316339),(2013432,0.866217337191),(2761561,0.785659457902),(1550785,0.74408460567),(2033631,0.706573241646),]
59135:[(2221253,0.648280539899),(2712821,0.545691128746),(955477,0.359786630607),(2419510,0.269315495957),(1876513,0.256097716011),]
59546:[(2695065,0.921983896098),(1535721,0.898855701443),(1472473,0.851056060817),(173544,0.793067800337),(2235269,0.730567672887),]
59782:[(1724745,0.841402715186),(654546,0.362775197277),(1058389,0.354575683802),(2471383,0.346565075298),(737718,0.327004595347),]
59842:[(818888,0.947544304092),(1536042,0.934674194218),(1469274,0.900569869143),(1900183,0.894183847261),(1943713,0.893062998889),]
60155:[(522984,1.0),(950883,0.885509605579),(561185,0.773320381154),(2347699,0.716432136934),(2643594,0.713462298241),]
60471:[(417590,0.996561900121),(742821,0.944628311121),(224367,0.867248511441),(1430344,0.7623505666),(458675,0.706841406223),]
60496:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
61016:[(287927,0.945604837992),(730809,0.934794770181),(392985,0.928431257979),(784737,0.928418460239),(1963763,0.926457045155),]
61298:[(1448386,0.86257869613),(2532334,0.854893499727),(1680783,0.823633467169),(2096082,0.729974203105),(961730,0.697011813332),]
61873:[(257322,0.861712887277),(973863,0.7981251997),(2234516,0.773807444894),(533554,0.65877228745),(653816,0.589937234252),]
62808:[(2719827,0.916834395261),(1258303,0.833128625228),(2814250,0.787431644657),(206864,0.740403349738),(546415,0.700067806081),]
62908:[(1597885,0.771762280851),(410414,0.705076305256),(1519543,0.687128279067),(75845,0.658048588512),(1008509,0.612940861557),]
62914:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
63061:[(1932410,0.795645727726),(2309476,0.59173526996),(160510,0.579233070643),(1348314,0.578796441572),(1142475,0.544457473649),]
63163:[(2778525,-2),(1244196,-3),(1386412,-4),(657183,-5),(2791339,-6),]
63322:[(590897,0.846611614801),(605716,0.761796773356),(1242727,0.655857417252),(568223,0.566664915326),(946205,0.53339536508),]
63597:[(142652,0.939906737267),(551111,0.648578353329),(1338810,0.525981812427),(2415033,0.408224768042),(2117630,0.402136398601),]
